,Computer_Decisions,Trust_Major_Tech,Impact_Tech,Ethics_Company,Regulation_Gvt,Gender_view_Tech,Use_Facebook,Use_Twitter,Use_Instagram,Use_YouTube,Use_Snapchat,Freq_Angry_Content,Freq_Inspired_Content,Freq_Amused_Content,Freq_Depressed_Content,Freq_Connected_Content,Freq_Lonely_Content,Accuracy_Content,Figure_my_Hobbies,Figure_my_political_aff,Figure_my_religious_beliefs,Figure_my_race,Change_political_view,Social_media_election,Social_media_influence_policy,Social_media_create_movement,Age_category,Sex,Income,Internet_User,Education_Level,marital__2.0,marital__3.0,marital__3.5,marital__4.0,marital__5.0,marital__6.0,religion__2.0,religion__3.0,religion__4.0,religion__5.0,religion__6.0,religion__6.5,religion__7.0,religion__8.0,religion__9.0,religion__10.0,religion__11.0,religion__12.0
638,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
639,1.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
640,1.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
643,1.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
644,2.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
645,2.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
646,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
647,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,8.0,1.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
648,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,0.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
649,2.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,1.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,6.0,1.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
651,2.0,3.0,1.5,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
652,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,7.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
653,2.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
654,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
656,2.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,7.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,8.0,1.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
658,2.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,7.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
659,2.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
660,2.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,8.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,2.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,1.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
664,1.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,9.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
665,2.0,4.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
666,1.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,2.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
670,2.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
671,1.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,7.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
672,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
673,2.0,4.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,7.0,1.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
675,1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
676,2.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
678,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,2.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,5.0,1.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
680,1.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,7.0,1.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
681,2.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,7.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,2.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,2.5,2.5,2.5,2.0,2.0,3.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
684,2.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,2.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
686,1.0,4.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,8.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,6.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
688,1.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,7.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,2.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,8.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
691,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,2.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,2.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,6.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
695,2.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,7.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
696,2.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
697,1.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,2.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
699,1.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,8.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,1.0,4.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
702,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,1.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
703,1.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,2.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,1.5,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,7.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
707,1.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
708,2.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
709,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
711,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,2.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,8.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
714,2.0,3.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,7.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
716,2.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,7.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
717,1.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
719,2.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,7.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,1.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
722,2.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,6.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
724,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
725,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,9.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
726,2.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,7.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,2.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,7.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
728,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
729,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,9.0,1.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
730,2.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
733,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,7.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
734,2.0,2.5,1.5,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
